"@title,""Spanish""";
"#02631,""We don't have that many <co=0070c0>lockers</co>. It'd be a shame if guests went home because they can't get one.""";
",""Let's prepare for the future increase in the number of guests and add some <co=0070c0>lockers</co>.""";
"#02632,""Yay, that's a nice<co=0070c0> locker room</co>!""";
",""Next we should install some <co=0070c0>shops</co> inside the hotel.""";
"#02633,""Yay, that's a nice <co=0070c0>locker room</co>!""";
",""Let's keep it up and add more facilities to the hotel.""";
"#02634,""It's looking good! Now we can sell <co=0070c0>souvenirs</co> to guests.""";
"#02635,""This seems to be… A new <co=0070c0>research idea</co>.""";
",""I think this is going to be a big break for us! It's <co=0070c0>research</co> time!""";
"#02636,""Investiga uses up <co=0070c0>materials</co>, but we get new facilities out of it!""";
",""It's going to be necessary if we want to make this an outstanding resort.""";
"#02637,""We can use the <co=0070c0>Survey Form</co> we got earlier for this research project.""";
"#02638,""Floodlights can be installed on the ski course.""";
",""They keep the course well-lit at night, extending our <co=0070c0>business hours</co>.""";
"#02639,""Looks like we got some <co=0070c0>wood</co> from clearing some of the trees.""";
"#02640,""It can be used as material for research.""";
"#02641,""Okay, let's get started with this research! It takes some time, so we have to be patient.""";
"#02642,""This nifty little thing can get us <co=0070c0>Survey Form research materials</co>.""";
"#02643,""Materials acquired by this sort of installation are collected at the end of each month.""";
"#02644,""But if you really can't wait, just tap it to take out what's already there.""";
"#02645,""Hello. I only recently heard about your resort and thought I'd check it out.""";
",""It's a decent resort all right, but it could use some more work.""";
",""How about <co=0070c0>group tours</co>? That'll make it easier for tourists to find this place and plan activities.""";
"#02646,""My company booked this tour for me and my coworkers. Group tours are the best!""";
"#02647,""Come guys, let's forget all about the office and enjoy a day on the ski course!""";
"#02648,""Thanks to the <co=0070c0>group tours</co>, we've broadened our customer base.""";
"#02649,""This goes to show it's always worth<co=0070c0> researching </co>new ideas.""";
"#02650,""Investiga materials can be found when clearing land for <co=0070c0>development</co>.""";
"#02651,""To clear land, tap trees growing by the ski course, or select Develop from the Build menu.""";
",""Try clearing land around here.""";
"#02652,""It's so cold! I'm freezing! Brrr...""";
",""I'm here with my mom... She likes it, but I really hate cold! It's so cold, I can see my breath, look!""";
",""Can you please do something about it? Like, put in a <co=0070c0>stove</co>?""";
"#02653,""To research stoves, we'll first need to make <co=0070c0>charcoal</co> from <co=0070c0>wood</co>.""";
"#02654,""We've processed wood into charcoal! Now we're ready to research stoves.""";
"#02655,""Oh, I feel like I'm defrosting! This stove did the trick.""";
"#02656,""When I'm not freezing, I can finally appreciate all the pretty sights.""";
"#02657,""Snow can only be obtained in winter. Develop land nearby and collect some snow while it's there.""";
"#02658,""Aaah, look at all this white stuff! So much snow!""";
",""I simply love it when it snows. Want to make a snowman with me?""";
"#02659,""Yay, a snowman! Cool!""";
",""Just looking at it made me want to play outside.""";
"#02660,""Whoa, what a day! I skied so much that I can't feel my feet, heh heh.""";
",""A <co=0070c0>footbath </co>would feel so good right about now... Don't you think?""";
"#02661,""Every now and then I heard trees being cut down, so I came to see what it was about.""";
",""So you've built a ski resort here… And you have a footbath? I think I'll become a regular!""";
"#02662,""The hotel's getting pretty busy.""";
",""Maybe it's time to make it <co=0070c0>bigger</co>.""";
",""I'll contact a construction company. They'll send someone here soon.""";
"#02663,""Howdy. Your assistant called me. Said you're thinking of <co=0070c0>expanding</co>?""";
",""I can do that for you, no problem. But it will require a lot of <co=0070c0>wood</co>.""";
",""Expansion can be carried out from the Investiga menu once you have all the necessary materials.""";
"#02664,""Lots more space, huh?""";
"#02665,""Call me again if you want to expand it even further. Goodbye.""";
"#02666,""With a hotel this size, you could use additional <co=0070c0>entrances</co>.""";
",""I'm going to leave you this. You choose where to install it.""";
"#02667,""Hmm!""";
",""I really outdid myself with this one. Quite pleased with the result.""";
",""Your hotel can't get any bigger. Here's something extra from me, perfect for a moment like this.""";
"#02668,""Farewell, until we meet again.""";
"#02669,""Ouchie! My back's killing me after carrying all that timber.""";
"#02670,""Howdy. How's it going?""";
",""Thought you might want to expand your hotel. Got all the materials?""";
"#02671,""All right then. Bear with me. The outcome will be worth the wait.""";
"#02672,""The construction's complete.""";
"#02673,""Hello! What a pretty place. Maybe I can find my true love here, just like in the movies...""";
",""I remember a scene when a girl and her boyfriend ring a snowbell at a mountain resort. So romantic.""";
"#02674,""I'm thinking of taking my students to a ski resort for their school trip. I'm looking for a suitable place.""";
",""Which course would you recommend? I'll go skiing right after a short break at the crepe place...""";
"#02675,""We got this <co=0070c0>potted plant</co> catalogue from a city department store.""";
"#02676,""If there's anything you like, we could research it.""";
"#02677,""There was this cute <co=0070c0>mallet game </co>machine in the city arcade. I played it a little and it was fun.""";
",""You don't think you could have that in your resort, do you?""";
"#02678,""People have been recommending this ski resort to me, so I came to see it for myself.""";
",""Hold on, a mallet game? Here? Well, I'll have to try to beat my record once I'm done skiing.""";
"#02679,""Your Ladies' Day event sounded interesting, so I called up my old school friends and we all came.""";
",""We're off to ski now. Bye!""";
"#02680,""A <co=0070c0>vending machine</co> maker sent us some leaflets.""";
"#02681,""Auto-Vendors work just like shops. We can research them if you like.""";
"#02682,""This area stays very cold even in April. Spring skiing sounds good, right?""";
"#02683,""Snow doesn't melt until July this high up, so let's encourage guests to keep coming.""";
"#02684,""Even in summer it's cooler here in the mountains than down in the cities.""";
"#02685,""But it can still get pretty hot Take a look at this.""";
"#02686,""<co=0070c0>Fans</co> are useful in the summer, making it pleasantly cool around.""";
"#02687,""They're switched off in other seasons, but still, it's worth having some.""";
"#02688,""I love summer, oh how I love it, la la la!""";
"#02689,""I love mountains, beautiful mountains!""";
"#02690,""Sunshine falls on a mountain path, mountain path winding up, winding up all the way to the top!""";
"#02691,""We climb and climb, we walk on and on, never tired, never bored!""";
"#02692,""Oh, hello. I have a suggestion for your resort.""";
",""There are folks like me who want to get fit before the skiing season starts. Can you research a<co=0070c0> gym</co>?""";
"#02693,""Some of our <co=0070c0>store</co> staff have learned enough to run bigger stores.""";
"#02694,""Go to Investiga when you want to upgrade to bigger facilities.""";
"#02695,""We've been managing the <co=0070c0>guest rooms </co>so well that we're ready to take on a bigger challenge.""";
"#02696,""There are natural <co=0070c0>hot springs </co>in these mountains, right?""";
",""Do you like hot spring spas? I think they'd make a great addition to your hotel!""";
"#02697,""What an amazing hot spring! Oh, I can't wait to have a good long soak.""";
",""This is my new favorite hotel. I'll be coming here every day!""";
"#02698,""I was fooling around with the GPS and I somehow ended up here.""";
",""Not sure if I should keep going… Oh, you have a hot spring spa? I think I'll stay for a bit then.""";
"#02699,""I came here with a friend to ski.""";
",""But we don't have our own skis… We can rent some here, right?""";
"#02700,""This looks like a great place to get fit. There's clean air, beautiful mountains all around...""";
",""Hmm, this is it! I could take up skiing. That'll turn me into a hot hunk fast, for sure!""";
"#02701,""Some of our guests have been suggesting we need a more challenging ski course.""";
"#02702,""I came up with an idea for a <co=0070c0>mogul course</co>. Please take a look.""";
"#02703,""I cycled all the way from my town just to try out your ski course.""";
",""It's so much colder here! Hmm... Where do I check in...""";
"#02704,""Our guests would like to try other things besides skiing, like sledding or snowboarding.""";
"#02705,""I've drafted this research idea for <co=0070c0>snowboard</co> and <co=0070c0>sled</co> rentals.""";
"#02706,""I have some time before my band's next gig, so I came here to try snowboarding.""";
",""I want a snowboard that will make me look cool. You never know when paparazzi will strike.""";
"#02707,""So what's the name of this thing that looks like a popsicle stick? Snow-something.""";
",""Just imagine how big the popsicle would be, with a stick like this!""";
"#02708,""You have sleds for rental now? Excellent. Just what I wanted!""";
",""Time to see if my driving skills can be applied to sledding.""";
"#02709,""Blueeeee skieeees, ba di doo, ba dam!""";
",""Hop on a sled and sliiiiiide, zooooom past everyone, everything, ba di doo, ba di dim!""";
"#02710,""Oh, hello. I have a suggestion for your resort.""";
",""I think your hotel would benefit from… A curry house. Spicy curry after skiing in the cold? Perfect!""";
"#02711,""We got a <co=0070c0>massage chair </co>catalogue in the mail.""";
"#02712,""Boss, maybe we should research this? Could help your stiff shoulders!""";
"#02713,""I finally managed to take a few days off from work. Hoping to recharge my batteries here!""";
",""Oh, a massage salon? Oh yes, this feels great. I'm in heaven!""";
"#02714,""I spent 1000G on a <co=0070c0>claw machine</co>, trying to get a toy for my girlfriend. I didn't get anything...""";
",""It's more difficult than it looks… Oh well. How about you, do you like claw machines?""";
"#02715,""My friends from school love this ski resort. I came to see if it's really that nice.""";
",""I like it a lot! I'll be coming here to hang out as often as I can.""";
"#02716,""Hmm... We got a catalogue about <co=0070c0>romantic facilities</co> in the mail.""";
"#02717,""They all look very fancy. If anything catches your eye, let's research it.""";
"#02718,""You have free-ranging chickens here? Can I see them? Please!""";
",""Come here, come to me, chicken! Oh, she's laying an egg!""";
"#02719,""So I hear you have a fleecy flock frolicking around your resort.""";
",""Aw, look at them white fuzzy critters. They're cute.""";
"#02720,""Helloes.""";
",""I've been kept here so long, I've actually started enjoying skiing.""";
",""Do you have skis that fit hooves? No? Well, I'll manage, somehow.""";
"#02721,""Good day. I wonder, do you have any plans to build a log cabin?""";
",""A log cabin can be handy. Tourists lost in a blizzard can use them, for example. And they look nice.""";
"#02722,""Thank you so much for building this. It's such a relief to have a log cabin at the ready!""";
",""I'll make sure to patrol this area regularly, to make it even safer.""";
"#02723,""I had this sudden impulse to go skiing, so here I am!""";
",""Let me put on my skiing gear… Zip it up tight... Okay, I'm ready!""";
"#02724,""Thanks for setting up the smithy. I'm one of the blacksmiths doing shows for tourists there.""";
",""We'll be taking turns making swords and skiing, so that everyone gets to have some fun.""";
"#02725,""The <co=0070c0>skiing class</co> in our hotel has been doing really well. I think it's time for it to expand.""";
"#02726,""We could build a bigger one now, if you like. Just need to do some research!""";
"#02727,""The gym staff have been doing great, lots of guests have been using the <co=0070c0>gym</co>. Time to expand, I say!""";
"#02728,""So where are these amazing statues I've been hearing about?""";
",""Oh, these look great! Quite impressive. Hmm... I'll be coming here regularly.""";
"#02729,""Hello!""";
",""Looking at these skiers every day made me want to try it too, so I got myself this heat-proof body.""";
",""This way I can chill on the ski course even in summer without melting.""";
